subject,body,sender,num_links,label
Meeting reminder for tomorrow,"Hi team, just a reminder that we have our project sync meeting on August 21 at 10 AM in the main conference room. Please bring your status updates. More info at https://company.com/details",billing@company.com,1,legitimate
Your order has shipped,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by March 14. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Your package could not be delivered,Your parcel (tracking #51853) delivery failed due to an incomplete address. Confirm your details within 6 hours at http://account-support-team.ru/delivery-confirm to reschedule delivery.,billing.department@account-support-team.ru,1,phishing
Feedback request for recent support ticket,"Hello Casey, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Reminder: Submit your timesheet,"Hi Alex, thanks for your order. Your receipt total was $1,695.59. Reach out anytime with questions.",support@teamworkspace.com,0,legitimate
Urgent: Your account will be suspended,Your password will expire in 2 hours. Click here to reset it now: http://verify-identity-now.top/reset-password and avoid losing access to your account.,account.security@verify-identity-now.top,1,phishing
Reminder: Submit your timesheet,"Welcome aboard, Sam! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@company.com,0,legitimate
Your order has shipped,"Hi Taylor, attached is the invoice #48228 for your recent purchase of $2,184.81. Let us know if you have any questions about the charges or need a receipt.",jordan.lee@company.com,0,legitimate
Feedback request for recent support ticket,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by the 3rd.",alex.rivera@teamworkspace.com,0,legitimate
Immediate action needed: Password expired,"Dear Customer, we detected unusual activity on your account. Click the link below within 24 hours to verify your identity or your account will be suspended. http://verify-identity-now.top/verify-account?ref=60678",billing.department@verify-identity-now.top,1,phishing
Your receipt from notifications.service.com,"Good morning team, here are the notes from this week's standup on this Friday. Please review the action items and update your tickets accordingly.",support@notifications.service.com,0,legitimate
Confirm your identity to avoid suspension,"We noticed a new device sign-in from an unrecognized location on August 21. If this was not you, click http://account-support-team.ru/report-unauthorized immediately.",support.team@account-support-team.ru,1,phishing
Final notice: Account closure in 24 hours,"Dear Customer, we detected unusual activity on your account. Click the link below within 48 hours to verify your identity or your account will be suspended. http://secure-login-update.com/verify-account?ref=74330",support.team@secure-login-update.com,1,phishing
Your order has shipped,"Hi team, just a reminder that we have our project sync meeting on the 3rd at 10 AM in the main conference room. Please bring your status updates.",jordan.lee@company.com,0,legitimate
Welcome to our platform,"Hi Sam, following up on 66595 - let me know if you have any other questions, happy to help. More info at https://teamworkspace.com/details",team.updates@teamworkspace.com,1,legitimate
Weekly team standup notes,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by March 14.",priya.nair@notifications.service.com,0,legitimate
Your package could not be delivered,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://login-secure-check.icu/verify-account?ref=55193",support.team@login-secure-check.icu,1,phishing
Your package could not be delivered,Your password will expire in 2 hours. Click here to reset it now: http://login-secure-check.icu/reset-password and avoid losing access to your account.,no-reply@login-secure-check.icu,1,phishing
Your monthly newsletter,"Hi team, just a reminder that we have our project sync meeting on March 14 at 10 AM in the main conference room. Please bring your status updates.",alex.rivera@teamworkspace.com,0,legitimate
Your monthly newsletter,"Hello Jordan, good news - your order #69582 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",priya.nair@teamworkspace.com,0,legitimate
Feedback request for recent support ticket,"Hi team, just a reminder that we have our project sync meeting on August 21 at 10 AM in the main conference room. Please bring your status updates. More info at https://notifications.service.com/details",priya.nair@notifications.service.com,1,legitimate
Project update: Q3 milestones,"Hi everyone, please note that our servers will undergo scheduled maintenance on March 14 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://company.com/details",billing@company.com,1,legitimate
We noticed a new device sign-in,"Hi Morgan, invoice #96184 for $662.68 could not be processed. Update your payment method at http://login-secure-check.icu/pay-now to avoid late fees.",billing.department@login-secure-check.icu,1,phishing
Re: 33567 follow-up,"Hi Alex, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time. More info at https://ourplatform.io/details",billing@ourplatform.io,1,legitimate
Your order has shipped,"Hello, we'd love to hear your feedback on support ticket #50340 we recently resolved. Your input helps us improve our service. More info at https://ourplatform.io/details",priya.nair@ourplatform.io,1,legitimate
Invoice for your recent purchase,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by March 14. More info at https://company.com/details",priya.nair@company.com,1,legitimate
Project update: Q3 milestones,"Hi team, just a reminder that we have our project sync meeting on Monday, June 9 at 10 AM in the main conference room. Please bring your status updates.",priya.nair@notifications.service.com,0,legitimate
Bank Alert: Unauthorized transaction detected,"Congratulations! You have been selected to receive a $1,310.02 gift card. Claim your prize now by clicking here: http://prize-claim-center.xyz/claim-prize before it expires on request #66757.",no-reply@prize-claim-center.xyz,1,phishing
Welcome to our platform,"Hello Alex, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates. More info at https://teamworkspace.com/details",alex.rivera@teamworkspace.com,1,legitimate
Your package could not be delivered,URGENT: Your subscription (order #44502) has been cancelled due to a billing issue of $328.93. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.,no-reply@account-verify-now.net,1,phishing
Bank Alert: Unauthorized transaction detected,Your account has been locked due to suspicious activity. Please confirm your username and password at http://secure-login-update.com/login-confirm to restore access. Case ID: 63627,support.team@secure-login-update.com,1,phishing
Your monthly newsletter,"Hello Alex, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",billing@teamworkspace.com,0,legitimate
Weekly team standup notes,"Hi team, just a reminder that we have our project sync meeting on Monday, June 9 at 10 AM in the main conference room. Please bring your status updates.",team.updates@notifications.service.com,0,legitimate
Your invoice #35292 could not be processed,Your password will expire in 24 hours. Click here to reset it now: http://account-support-team.ru/reset-password and avoid losing access to your account.,no-reply@account-support-team.ru,1,phishing
Bank Alert: Unauthorized transaction detected,Your parcel (tracking #19661) delivery failed due to an incomplete address. Confirm your details within 2 hours at http://account-verify-now.net/delivery-confirm to reschedule delivery.,account.security@account-verify-now.net,1,phishing
Re: 69593 follow-up,"Hello, we'd love to hear your feedback on support ticket #52830 we recently resolved. Your input helps us improve our service.",support@company.com,0,legitimate
Your invoice #48165 could not be processed,"Dear Customer, we detected unusual activity on your account. Click the link below within 48 hours to verify your identity or your account will be suspended. http://prize-claim-center.xyz/verify-account?ref=31821",it.helpdesk@prize-claim-center.xyz,1,phishing
Your order has shipped,"Hi everyone, please note that our servers will undergo scheduled maintenance on Monday, June 9 from 1 AM to 3 AM. Some services may be briefly unavailable.",alex.rivera@notifications.service.com,0,legitimate
Re: 75748 follow-up,"Hi Priya, attached is the invoice #68652 for your recent purchase of $552.43. Let us know if you have any questions about the charges or need a receipt. More info at https://ourplatform.io/details",billing@ourplatform.io,1,legitimate
Your monthly newsletter,"Hi team, just a reminder that we have our project sync meeting on next Tuesday at 10 AM in the main conference room. Please bring your status updates. More info at https://ourplatform.io/details",support@ourplatform.io,1,legitimate
Re: 50653 follow-up,"Good morning team, here are the notes from this week's standup on next Tuesday. Please review the action items and update your tickets accordingly.",support@company.com,0,legitimate
Reminder: Submit your timesheet,"Hi everyone, please note that our servers will undergo scheduled maintenance on Monday, June 9 from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://ourplatform.io/details",team.updates@ourplatform.io,1,legitimate
Your payment failed - update billing info,"Congratulations! You have been selected to receive a $1,806.93 gift card. Claim your prize now by clicking here: http://prize-claim-center.xyz/claim-prize before it expires on request #50654.",account.security@prize-claim-center.xyz,1,phishing
Invoice for your recent purchase,"Hi Jordan, thanks for your order. Your receipt total was $885.23. Reach out anytime with questions.",jordan.lee@ourplatform.io,0,legitimate
Feedback request for recent support ticket,"Welcome aboard, Chris! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@notifications.service.com,0,legitimate
Re: 94448 follow-up,"Hello, we'd love to hear your feedback on support ticket #21000 we recently resolved. Your input helps us improve our service.",billing@ourplatform.io,0,legitimate
Immediate action needed: Password expired,Final Notice: Your account is scheduled for permanent closure on August 21. Verify your information within 2 hours at http://login-secure-check.icu/verify-now to prevent this.,support.team@login-secure-check.icu,1,phishing
Reminder: Submit your timesheet,"Hello Casey, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",support@company.com,0,legitimate
Action Required: Verify your account now,Your parcel (tracking #19116) delivery failed due to an incomplete address. Confirm your details within 6 hours at http://account-verify-now.net/delivery-confirm to reschedule delivery.,support.team@account-verify-now.net,1,phishing
Immediate action needed: Password expired,"Congratulations! You have been selected to receive a $1,008.59 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #91620.",support.team@account-support-team.ru,1,phishing
Your receipt from teamworkspace.com,"Hi everyone, please note that our servers will undergo scheduled maintenance on this Friday from 1 AM to 3 AM. Some services may be briefly unavailable. More info at https://teamworkspace.com/details",billing@teamworkspace.com,1,legitimate
Action Required: Verify your account now,Your password will expire in 6 hours. Click here to reset it now: http://verify-identity-now.top/reset-password and avoid losing access to your account.,billing.department@verify-identity-now.top,1,phishing
Weekly team standup notes,"Hi Jordan, following up on 92984 - let me know if you have any other questions, happy to help.",jordan.lee@notifications.service.com,0,legitimate
You have won a prize! Claim now,"Dear Sam, our system detected a login attempt from an unrecognized device on Monday, June 9. If this wasn't you, secure your account now at http://billing-update-portal.co/secure-login.",it.helpdesk@billing-update-portal.co,1,phishing
You have won a prize! Claim now,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 2 hours at http://verify-identity-now.top/verify-now to prevent this.,billing.department@verify-identity-now.top,1,phishing
Urgent: Your account will be suspended,"Hi Alex, invoice #29192 for $269.88 could not be processed. Update your payment method at http://secure-login-update.com/pay-now to avoid late fees.",billing.department@secure-login-update.com,1,phishing
Your monthly newsletter,"Hi Morgan, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",alex.rivera@notifications.service.com,0,legitimate
You have won a prize! Claim now,"Dear Morgan, our system detected a login attempt from an unrecognized device on next Tuesday. If this wasn't you, secure your account now at http://login-secure-check.icu/secure-login.",billing.department@login-secure-check.icu,1,phishing
Re: 90586 follow-up,"Hello Casey, good news - your order #93288 has shipped and should arrive within 3-5 business days. You can track it using the link in your account. More info at https://ourplatform.io/details",team.updates@ourplatform.io,1,legitimate
Your receipt from teamworkspace.com,"Hi Priya, thanks for your order. Your receipt total was $336.09. Reach out anytime with questions.",alex.rivera@teamworkspace.com,0,legitimate
Invoice for your recent purchase,"Hi Sam, following up on 56163 - let me know if you have any other questions, happy to help. More info at https://teamworkspace.com/details",team.updates@teamworkspace.com,1,legitimate
Action Required: Verify your account now,"URGENT: Your subscription (order #44471) has been cancelled due to a billing issue of $2,157.25. Renew immediately at http://account-verify-now.net/renew-now to avoid losing your data.",billing.department@account-verify-now.net,1,phishing
Your payment failed - update billing info,Final Notice: Your account is scheduled for permanent closure on next Tuesday. Verify your information within 6 hours at http://billing-update-portal.co/verify-now to prevent this.,billing.department@billing-update-portal.co,1,phishing
Urgent: Your account will be suspended,We were unable to process your last payment of $215.86. Please update your billing details urgently at http://verify-identity-now.top/billing-update to avoid service interruption.,account.security@verify-identity-now.top,1,phishing
Final notice: Account closure in 24 hours,This is an automated alert from your bank. A transaction of $564.64 was flagged on this Friday. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.,support.team@prize-claim-center.xyz,1,phishing
Your monthly newsletter,"Good morning team, here are the notes from this week's standup on this Friday. Please review the action items and update your tickets accordingly.",jordan.lee@notifications.service.com,0,legitimate
Your order has shipped,"Good morning team, here are the notes from this week's standup on the 3rd. Please review the action items and update your tickets accordingly.",jordan.lee@notifications.service.com,0,legitimate
Final notice: Account closure in 24 hours,Final Notice: Your account is scheduled for permanent closure on March 14. Verify your information within 12 hours at http://login-secure-check.icu/verify-now to prevent this.,billing.department@login-secure-check.icu,1,phishing
Action Required: Verify your account now,Your parcel (tracking #99166) delivery failed due to an incomplete address. Confirm your details within 48 hours at http://login-secure-check.icu/delivery-confirm to reschedule delivery.,account.security@login-secure-check.icu,1,phishing
Re: 29473 follow-up,"Hello Priya, good news - your order #61989 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",billing@notifications.service.com,0,legitimate
Invoice for your recent purchase,"Hi everyone, please note that our servers will undergo scheduled maintenance on this Friday from 1 AM to 3 AM. Some services may be briefly unavailable.",alex.rivera@ourplatform.io,0,legitimate
We noticed a new device sign-in,"URGENT: Your subscription (order #42406) has been cancelled due to a billing issue of $1,150.98. Renew immediately at http://login-secure-check.icu/renew-now to avoid losing your data.",billing.department@login-secure-check.icu,1,phishing
Your order has shipped,"Hi Alex, thanks for your order. Your receipt total was $408.45. Reach out anytime with questions. More info at https://company.com/details",team.updates@company.com,1,legitimate
Welcome to our platform,"Welcome aboard, Chris! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",support@teamworkspace.com,0,legitimate
Confirm your identity to avoid suspension,Your parcel (tracking #82733) delivery failed due to an incomplete address. Confirm your details within 12 hours at http://bank-alert-service.info/delivery-confirm to reschedule delivery.,billing.department@bank-alert-service.info,1,phishing
Confirm your identity to avoid suspension,Final Notice: Your account is scheduled for permanent closure on March 14. Verify your information within 48 hours at http://billing-update-portal.co/verify-now to prevent this.,account.security@billing-update-portal.co,1,phishing
Invoice for your recent purchase,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by this Friday.",team.updates@teamworkspace.com,0,legitimate
Final notice: Account closure in 24 hours,"Dear Chris, our system detected a login attempt from an unrecognized device on the 3rd. If this wasn't you, secure your account now at http://bank-alert-service.info/secure-login.",it.helpdesk@bank-alert-service.info,1,phishing
Weekly team standup notes,"Hi Priya, attached is the invoice #86282 for your recent purchase of $181.17. Let us know if you have any questions about the charges or need a receipt.",alex.rivera@notifications.service.com,0,legitimate
Confirm your identity to avoid suspension,"Dear Alex, our system detected a login attempt from an unrecognized device on this Friday. If this wasn't you, secure your account now at http://secure-login-update.com/secure-login.",it.helpdesk@secure-login-update.com,1,phishing
Immediate action needed: Password expired,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 48 hours at http://billing-update-portal.co/verify-now to prevent this.,billing.department@billing-update-portal.co,1,phishing
Final notice: Account closure in 24 hours,Your password will expire in 48 hours. Click here to reset it now: http://bank-alert-service.info/reset-password and avoid losing access to your account.,support.team@bank-alert-service.info,1,phishing
Project update: Q3 milestones,"Hi Priya, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",alex.rivera@notifications.service.com,0,legitimate
Invoice for your recent purchase,"Welcome aboard, Sam! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://company.com/details",team.updates@company.com,1,legitimate
Upcoming maintenance window notice,"Hi team, just a reminder that we have our project sync meeting on March 14 at 10 AM in the main conference room. Please bring your status updates.",alex.rivera@notifications.service.com,0,legitimate
We noticed a new device sign-in,"Dear Jordan, our system detected a login attempt from an unrecognized device on Monday, June 9. If this wasn't you, secure your account now at http://account-verify-now.net/secure-login.",it.helpdesk@account-verify-now.net,1,phishing
We noticed a new device sign-in,"We noticed a new device sign-in from an unrecognized location on this Friday. If this was not you, click http://account-verify-now.net/report-unauthorized immediately.",account.security@account-verify-now.net,1,phishing
Invoice for your recent purchase,"Hi Jordan, thanks for your order. Your receipt total was $2,002.58. Reach out anytime with questions. More info at https://notifications.service.com/details",alex.rivera@notifications.service.com,1,legitimate
Final notice: Account closure in 24 hours,"Hi Jordan, invoice #49387 for $1,142.07 could not be processed. Update your payment method at http://verify-identity-now.top/pay-now to avoid late fees.",it.helpdesk@verify-identity-now.top,1,phishing
Final notice: Account closure in 24 hours,Your account has been locked due to suspicious activity. Please confirm your username and password at http://secure-login-update.com/login-confirm to restore access. Case ID: 61605,billing.department@secure-login-update.com,1,phishing
Your payment failed - update billing info,"Dear Priya, our system detected a login attempt from an unrecognized device on Monday, June 9. If this wasn't you, secure your account now at http://billing-update-portal.co/secure-login.",account.security@billing-update-portal.co,1,phishing
Final notice: Account closure in 24 hours,"Final Notice: Your account is scheduled for permanent closure on Monday, June 9. Verify your information within 2 hours at http://billing-update-portal.co/verify-now to prevent this.",account.security@billing-update-portal.co,1,phishing
Your invoice #90694 could not be processed,"Congratulations! You have been selected to receive a $1,831.56 gift card. Claim your prize now by clicking here: http://account-support-team.ru/claim-prize before it expires on request #38477.",billing.department@account-support-team.ru,1,phishing
Bank Alert: Unauthorized transaction detected,"Final Notice: Your account is scheduled for permanent closure on Monday, June 9. Verify your information within 24 hours at http://billing-update-portal.co/verify-now to prevent this.",account.security@billing-update-portal.co,1,phishing
Bank Alert: Unauthorized transaction detected,This is an automated alert from your bank. A transaction of $435.10 was flagged on the 3rd. Verify this transaction immediately at http://account-verify-now.net/secure-verify or your card will be blocked.,billing.department@account-verify-now.net,1,phishing
Invoice for your recent purchase,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by Monday, June 9. More info at https://company.com/details",jordan.lee@company.com,1,legitimate
Your monthly newsletter,"Hello Alex, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",priya.nair@notifications.service.com,0,legitimate
Urgent: Your account will be suspended,"Dear Morgan, our system detected a login attempt from an unrecognized device on August 21. If this wasn't you, secure your account now at http://verify-identity-now.top/secure-login.",it.helpdesk@verify-identity-now.top,1,phishing
Action Required: Verify your account now,"Congratulations! You have been selected to receive a $2,315.71 gift card. Claim your prize now by clicking here: http://account-verify-now.net/claim-prize before it expires on request #86869.",it.helpdesk@account-verify-now.net,1,phishing
Final notice: Account closure in 24 hours,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://secure-login-update.com/verify-account?ref=64627",it.helpdesk@secure-login-update.com,1,phishing
Feedback request for recent support ticket,"Hi Jordan, thanks for your order. Your receipt total was $1,083.25. Reach out anytime with questions. More info at https://company.com/details",billing@company.com,1,legitimate
Welcome to our platform,"Hello Jordan, good news - your order #52151 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",alex.rivera@notifications.service.com,0,legitimate
Project update: Q3 milestones,"Hello Alex, thank you for subscribing to our newsletter. Here are this month's highlights from our blog and product updates.",jordan.lee@ourplatform.io,0,legitimate
Urgent: Your account will be suspended,Final Notice: Your account is scheduled for permanent closure on this Friday. Verify your information within 12 hours at http://bank-alert-service.info/verify-now to prevent this.,billing.department@bank-alert-service.info,1,phishing
Final notice: Account closure in 24 hours,"Dear Customer, we detected unusual activity on your account. Click the link below within 12 hours to verify your identity or your account will be suspended. http://account-verify-now.net/verify-account?ref=24573",support.team@account-verify-now.net,1,phishing
Bank Alert: Unauthorized transaction detected,"URGENT: Your subscription (order #80405) has been cancelled due to a billing issue of $2,257.10. Renew immediately at http://bank-alert-service.info/renew-now to avoid losing your data.",support.team@bank-alert-service.info,1,phishing
Reminder: Submit your timesheet,"Hi Alex, thanks for your order. Your receipt total was $1,226.43. Reach out anytime with questions.",priya.nair@ourplatform.io,0,legitimate
Bank Alert: Unauthorized transaction detected,Congratulations! You have been selected to receive a $183.03 gift card. Claim your prize now by clicking here: http://bank-alert-service.info/claim-prize before it expires on request #83874.,support.team@bank-alert-service.info,1,phishing
Meeting reminder for tomorrow,"Hi Chris, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",team.updates@ourplatform.io,0,legitimate
Upcoming maintenance window notice,"Hi team, just a reminder that we have our project sync meeting on the 3rd at 10 AM in the main conference room. Please bring your status updates.",billing@notifications.service.com,0,legitimate
Feedback request for recent support ticket,"Welcome aboard, Sam! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",billing@company.com,0,legitimate
Weekly team standup notes,"Hi Taylor, this is a friendly reminder to submit your timesheet for this week by end of day Friday so payroll can be processed on time.",billing@ourplatform.io,0,legitimate
Immediate action needed: Password expired,URGENT: Your subscription (order #65363) has been cancelled due to a billing issue of $67.66. Renew immediately at http://account-support-team.ru/renew-now to avoid losing your data.,support.team@account-support-team.ru,1,phishing
Your invoice #56030 could not be processed,Your account has been locked due to suspicious activity. Please confirm your username and password at http://account-support-team.ru/login-confirm to restore access. Case ID: 38474,billing.department@account-support-team.ru,1,phishing
Project update: Q3 milestones,"Hi Alex, following up on 34150 - let me know if you have any other questions, happy to help.",jordan.lee@ourplatform.io,0,legitimate
Bank Alert: Unauthorized transaction detected,Your parcel (tracking #53540) delivery failed due to an incomplete address. Confirm your details within 6 hours at http://bank-alert-service.info/delivery-confirm to reschedule delivery.,account.security@bank-alert-service.info,1,phishing
Your receipt from teamworkspace.com,"Hi Taylor, following up on 64059 - let me know if you have any other questions, happy to help.",alex.rivera@teamworkspace.com,0,legitimate
You have won a prize! Claim now,Final Notice: Your account is scheduled for permanent closure on August 21. Verify your information within 48 hours at http://verify-identity-now.top/verify-now to prevent this.,no-reply@verify-identity-now.top,1,phishing
We noticed a new device sign-in,Your password will expire in 48 hours. Click here to reset it now: http://login-secure-check.icu/reset-password and avoid losing access to your account.,billing.department@login-secure-check.icu,1,phishing
Welcome to our platform,"Hi everyone, please note that our servers will undergo scheduled maintenance on next Tuesday from 1 AM to 3 AM. Some services may be briefly unavailable.",jordan.lee@notifications.service.com,0,legitimate
Weekly team standup notes,"Hi team, just a reminder that we have our project sync meeting on August 21 at 10 AM in the main conference room. Please bring your status updates. More info at https://ourplatform.io/details",priya.nair@ourplatform.io,1,legitimate
Immediate action needed: Password expired,"Hi Priya, invoice #61645 for $2,439.72 could not be processed. Update your payment method at http://login-secure-check.icu/pay-now to avoid late fees.",support.team@login-secure-check.icu,1,phishing
Your monthly newsletter,"Good morning team, here are the notes from this week's standup on next Tuesday. Please review the action items and update your tickets accordingly. More info at https://ourplatform.io/details",alex.rivera@ourplatform.io,1,legitimate
Action Required: Verify your account now,"This is an automated alert from your bank. A transaction of $1,084.22 was flagged on March 14. Verify this transaction immediately at http://verify-identity-now.top/secure-verify or your card will be blocked.",account.security@verify-identity-now.top,1,phishing
Your payment failed - update billing info,"Hi Jordan, invoice #82443 for $1,964.07 could not be processed. Update your payment method at http://account-verify-now.net/pay-now to avoid late fees.",account.security@account-verify-now.net,1,phishing
Reminder: Submit your timesheet,"Welcome aboard, Priya! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account. More info at https://notifications.service.com/details",alex.rivera@notifications.service.com,1,legitimate
Your order has shipped,"Hello Alex, good news - your order #94730 has shipped and should arrive within 3-5 business days. You can track it using the link in your account.",support@ourplatform.io,0,legitimate
Security Alert: Unusual login detected,Your parcel (tracking #12187) delivery failed due to an incomplete address. Confirm your details within 2 hours at http://login-secure-check.icu/delivery-confirm to reschedule delivery.,account.security@login-secure-check.icu,1,phishing
You have won a prize! Claim now,Your password will expire in 6 hours. Click here to reset it now: http://bank-alert-service.info/reset-password and avoid losing access to your account.,support.team@bank-alert-service.info,1,phishing
You have won a prize! Claim now,We were unable to process your last payment of $222.85. Please update your billing details urgently at http://billing-update-portal.co/billing-update to avoid service interruption.,account.security@billing-update-portal.co,1,phishing
Your package could not be delivered,"URGENT: Your subscription (order #96182) has been cancelled due to a billing issue of $2,474.77. Renew immediately at http://bank-alert-service.info/renew-now to avoid losing your data.",it.helpdesk@bank-alert-service.info,1,phishing
Your monthly newsletter,"Hi Taylor, thanks for your order. Your receipt total was $70.97. Reach out anytime with questions.",priya.nair@ourplatform.io,0,legitimate
Invoice for your recent purchase,"Good morning team, here are the notes from this week's standup on Monday, June 9. Please review the action items and update your tickets accordingly. More info at https://company.com/details",jordan.lee@company.com,1,legitimate
You have won a prize! Claim now,"URGENT: Your subscription (order #70513) has been cancelled due to a billing issue of $1,169.99. Renew immediately at http://prize-claim-center.xyz/renew-now to avoid losing your data.",support.team@prize-claim-center.xyz,1,phishing
Re: 63580 follow-up,"Hi everyone, please note that our servers will undergo scheduled maintenance on August 21 from 1 AM to 3 AM. Some services may be briefly unavailable.",priya.nair@company.com,0,legitimate
Action Required: Verify your account now,Your account has been locked due to suspicious activity. Please confirm your username and password at http://login-secure-check.icu/login-confirm to restore access. Case ID: 10611,account.security@login-secure-check.icu,1,phishing
Immediate action needed: Password expired,"This is an automated alert from your bank. A transaction of $1,432.57 was flagged on the 3rd. Verify this transaction immediately at http://prize-claim-center.xyz/secure-verify or your card will be blocked.",account.security@prize-claim-center.xyz,1,phishing
Your package could not be delivered,Your parcel (tracking #84289) delivery failed due to an incomplete address. Confirm your details within 2 hours at http://verify-identity-now.top/delivery-confirm to reschedule delivery.,no-reply@verify-identity-now.top,1,phishing
Security Alert: Unusual login detected,"Dear Customer, we detected unusual activity on your account. Click the link below within 24 hours to verify your identity or your account will be suspended. http://prize-claim-center.xyz/verify-account?ref=17992",support.team@prize-claim-center.xyz,1,phishing
Reminder: Submit your timesheet,"Hi team, just a reminder that we have our project sync meeting on this Friday at 10 AM in the main conference room. Please bring your status updates.",jordan.lee@teamworkspace.com,0,legitimate
Weekly team standup notes,"Hello, we'd love to hear your feedback on support ticket #42933 we recently resolved. Your input helps us improve our service.",team.updates@teamworkspace.com,0,legitimate
Your package could not be delivered,"Dear Sam, our system detected a login attempt from an unrecognized device on Monday, June 9. If this wasn't you, secure your account now at http://verify-identity-now.top/secure-login.",no-reply@verify-identity-now.top,1,phishing
You have won a prize! Claim now,Your account has been locked due to suspicious activity. Please confirm your username and password at http://account-verify-now.net/login-confirm to restore access. Case ID: 22051,billing.department@account-verify-now.net,1,phishing
Bank Alert: Unauthorized transaction detected,"We noticed a new device sign-in from an unrecognized location on March 14. If this was not you, click http://bank-alert-service.info/report-unauthorized immediately.",no-reply@bank-alert-service.info,1,phishing
Action Required: Verify your account now,"We noticed a new device sign-in from an unrecognized location on Monday, June 9. If this was not you, click http://bank-alert-service.info/report-unauthorized immediately.",no-reply@bank-alert-service.info,1,phishing
Urgent: Your account will be suspended,"Dear Customer, we detected unusual activity on your account. Click the link below within 6 hours to verify your identity or your account will be suspended. http://billing-update-portal.co/verify-account?ref=35362",support.team@billing-update-portal.co,1,phishing
Your payment failed - update billing info,Final Notice: Your account is scheduled for permanent closure on next Tuesday. Verify your information within 2 hours at http://account-verify-now.net/verify-now to prevent this.,it.helpdesk@account-verify-now.net,1,phishing
Urgent: Your account will be suspended,Your password will expire in 2 hours. Click here to reset it now: http://billing-update-portal.co/reset-password and avoid losing access to your account.,billing.department@billing-update-portal.co,1,phishing
Urgent: Your account will be suspended,Your parcel (tracking #95403) delivery failed due to an incomplete address. Confirm your details within 12 hours at http://prize-claim-center.xyz/delivery-confirm to reschedule delivery.,no-reply@prize-claim-center.xyz,1,phishing
Project update: Q3 milestones,"Hi team, just a reminder that we have our project sync meeting on the 3rd at 10 AM in the main conference room. Please bring your status updates.",support@teamworkspace.com,0,legitimate
Reminder: Submit your timesheet,"Hi all, here is a quick update on our Q3 milestones. We are on track to complete the design phase by next Tuesday. More info at https://notifications.service.com/details",team.updates@notifications.service.com,1,legitimate
Confirm your identity to avoid suspension,"Dear Customer, we detected unusual activity on your account. Click the link below within 2 hours to verify your identity or your account will be suspended. http://account-verify-now.net/verify-account?ref=75382",no-reply@account-verify-now.net,1,phishing
Re: 21486 follow-up,"Welcome aboard, Jordan! We're excited to have you join our platform. Here is a quick guide to help you get started with your new account.",support@teamworkspace.com,0,legitimate
Re: 98877 follow-up,"Hello, we'd love to hear your feedback on support ticket #14833 we recently resolved. Your input helps us improve our service. More info at https://notifications.service.com/details",billing@notifications.service.com,1,legitimate
Immediate action needed: Password expired,Your account has been locked due to suspicious activity. Please confirm your username and password at http://billing-update-portal.co/login-confirm to restore access. Case ID: 44465,no-reply@billing-update-portal.co,1,phishing
Your order has shipped,"Hello, we'd love to hear your feedback on support ticket #56219 we recently resolved. Your input helps us improve our service. More info at https://teamworkspace.com/details",billing@teamworkspace.com,1,legitimate
